Notes,State,State Code,Year,Year Code,Ten-Year Age Groups,Ten-Year Age Groups Code,Race,Race Code,MCD - ICD Chapter,MCD - ICD Chapter Code,Deaths,Population,Crude Rate
,California,6,2016,2016,45-54 years,45-54,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,942,3849612,24.5
,California,6,2016,2016,55-64 years,55-64,American Indian or Alaska Native,1002-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,14,75759,Unreliable
,California,6,2016,2016,55-64 years,55-64,Asian or Pacific Islander,A-PI,"Injury, poisoning and certain other consequences of external causes",S00-T98,24,762128,3.1
,California,6,2016,2016,55-64 years,55-64,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,136,322116,42.2
,California,6,2016,2016,55-64 years,55-64,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,1014,3528715,28.7
,California,6,2016,2016,65-74 years,65-74,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,44,182136,24.2
,California,6,2016,2016,65-74 years,65-74,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,301,2371142,12.7
,California,6,2016,2016,75-84 years,75-84,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,55,1178336,4.7
,California,6,2016,2016,85+ years,85+,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,34,571571,5.9
,California,6,2017,2017,15-24 years,15-24,Asian or Pacific Islander,A-PI,"Injury, poisoning and certain other consequences of external causes",S00-T98,28,793959,3.5
,California,6,2017,2017,15-24 years,15-24,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,18,432593,Unreliable
,California,6,2017,2017,15-24 years,15-24,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,286,3976127,7.2
,California,6,2017,2017,25-34 years,25-34,American Indian or Alaska Native,1002-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,14,130043,Unreliable
,California,6,2017,2017,25-34 years,25-34,Asian or Pacific Islander,A-PI,"Injury, poisoning and certain other consequences of external causes",S00-T98,50,1082501,4.6
,California,6,2017,2017,25-34 years,25-34,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,57,463384,12.3
,California,6,2017,2017,25-34 years,25-34,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,777,4347851,17.9
,California,6,2017,2017,35-44 years,35-44,American Indian or Alaska Native,1002-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,14,108818,Unreliable
,California,6,2017,2017,35-44 years,35-44,Asian or Pacific Islander,A-PI,"Injury, poisoning and certain other consequences of external causes",S00-T98,45,981752,4.6
,California,6,2017,2017,35-44 years,35-44,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,70,358325,19.5
,California,6,2017,2017,35-44 years,35-44,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,670,3774167,17.8
,California,6,2017,2017,45-54 years,45-54,American Indian or Alaska Native,1002-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,21,97528,21.5
,California,6,2017,2017,45-54 years,45-54,Asian or Pacific Islander,A-PI,"Injury, poisoning and certain other consequences of external causes",S00-T98,36,905526,4
,California,6,2017,2017,45-54 years,45-54,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,138,361344,38.2
,California,6,2017,2017,45-54 years,45-54,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,939,3798290,24.7
,California,6,2017,2017,55-64 years,55-64,American Indian or Alaska Native,1002-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,16,78412,Unreliable
,California,6,2017,2017,55-64 years,55-64,Asian or Pacific Islander,A-PI,"Injury, poisoning and certain other consequences of external causes",S00-T98,28,787927,3.6
,California,6,2017,2017,55-64 years,55-64,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,147,329952,44.6
,California,6,2017,2017,55-64 years,55-64,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,989,3566387,27.7
,California,6,2017,2017,65-74 years,65-74,Asian or Pacific Islander,A-PI,"Injury, poisoning and certain other consequences of external causes",S00-T98,14,529884,Unreliable
,California,6,2017,2017,65-74 years,65-74,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,42,187241,22.4
,California,6,2017,2017,65-74 years,65-74,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,327,2437683,13.4
,California,6,2017,2017,75-84 years,75-84,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,59,1204329,4.9
,California,6,2017,2017,85+ years,85+,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,38,573156,6.6
,California,6,2018,2018,15-24 years,15-24,Asian or Pacific Islander,A-PI,"Injury, poisoning and certain other consequences of external causes",S00-T98,29,795053,3.6
,California,6,2018,2018,15-24 years,15-24,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,29,423373,6.8
,California,6,2018,2018,15-24 years,15-24,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,282,3912748,7.2
,California,6,2018,2018,25-34 years,25-34,American Indian or Alaska Native,1002-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,15,130595,Unreliable
,California,6,2018,2018,25-34 years,25-34,Asian or Pacific Islander,A-PI,"Injury, poisoning and certain other consequences of external causes",S00-T98,55,1095546,5
,California,6,2018,2018,25-34 years,25-34,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,80,474989,16.8
,California,6,2018,2018,25-34 years,25-34,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,822,4342669,18.9
,California,6,2018,2018,35-44 years,35-44,American Indian or Alaska Native,1002-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,16,110291,Unreliable
,California,6,2018,2018,35-44 years,35-44,Asian or Pacific Islander,A-PI,"Injury, poisoning and certain other consequences of external causes",S00-T98,47,993885,4.7
,California,6,2018,2018,35-44 years,35-44,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,94,364308,25.8
,California,6,2018,2018,35-44 years,35-44,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,785,3787187,20.7
,California,6,2018,2018,45-54 years,45-54,American Indian or Alaska Native,1002-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,23,96630,23.8
,California,6,2018,2018,45-54 years,45-54,Asian or Pacific Islander,A-PI,"Injury, poisoning and certain other consequences of external causes",S00-T98,44,907095,4.9
,California,6,2018,2018,45-54 years,45-54,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,124,352569,35.2
,California,6,2018,2018,45-54 years,45-54,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,1028,3715680,27.7
,California,6,2018,2018,55-64 years,55-64,American Indian or Alaska Native,1002-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,16,80530,Unreliable
,California,6,2018,2018,55-64 years,55-64,Asian or Pacific Islander,A-PI,"Injury, poisoning and certain other consequences of external causes",S00-T98,35,797494,4.4
,California,6,2018,2018,55-64 years,55-64,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,189,334279,56.5
,California,6,2018,2018,55-64 years,55-64,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,1075,3568923,30.1
,California,6,2018,2018,65-74 years,65-74,Asian or Pacific Islander,A-PI,"Injury, poisoning and certain other consequences of external causes",S00-T98,12,555333,Unreliable
,California,6,2018,2018,65-74 years,65-74,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,51,193886,26.3
,California,6,2018,2018,65-74 years,65-74,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,356,2492954,14.3
,California,6,2018,2018,75-84 years,75-84,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,77,1255326,6.1
,California,6,2018,2018,85+ years,85+,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,23,576159,4
,California,6,2019,2019,15-24 years,15-24,Asian or Pacific Islander,A-PI,"Injury, poisoning and certain other consequences of external causes",S00-T98,36,787484,4.6
,California,6,2019,2019,15-24 years,15-24,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,50,415302,12
,California,6,2019,2019,15-24 years,15-24,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,443,3853930,11.5
,California,6,2019,2019,25-34 years,25-34,American Indian or Alaska Native,1002-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,21,131128,16
,California,6,2019,2019,25-34 years,25-34,Asian or Pacific Islander,A-PI,"Injury, poisoning and certain other consequences of external causes",S00-T98,61,1101527,5.5
,California,6,2019,2019,25-34 years,25-34,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,103,485611,21.2
,California,6,2019,2019,25-34 years,25-34,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,977,4334686,22.5
,California,6,2019,2019,35-44 years,35-44,American Indian or Alaska Native,1002-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,15,111321,Unreliable
,California,6,2019,2019,35-44 years,35-44,Asian or Pacific Islander,A-PI,"Injury, poisoning and certain other consequences of external causes",S00-T98,60,1005986,6
,California,6,2019,2019,35-44 years,35-44,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,129,370229,34.8
,California,6,2019,2019,35-44 years,35-44,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,932,3794564,24.6
,California,6,2019,2019,45-54 years,45-54,American Indian or Alaska Native,1002-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,25,95571,26.2
,California,6,2019,2019,45-54 years,45-54,Asian or Pacific Islander,A-PI,"Injury, poisoning and certain other consequences of external causes",S00-T98,55,912435,6
,California,6,2019,2019,45-54 years,45-54,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,156,343966,45.4
,California,6,2019,2019,45-54 years,45-54,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,1074,3627773,29.6
,California,6,2019,2019,55-64 years,55-64,American Indian or Alaska Native,1002-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,26,81982,31.7
,California,6,2019,2019,55-64 years,55-64,Asian or Pacific Islander,A-PI,"Injury, poisoning and certain other consequences of external causes",S00-T98,35,808393,4.3
,California,6,2019,2019,55-64 years,55-64,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,180,337904,53.3
,California,6,2019,2019,55-64 years,55-64,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,1175,3558356,33
,California,6,2019,2019,65-74 years,65-74,Asian or Pacific Islander,A-PI,"Injury, poisoning and certain other consequences of external causes",S00-T98,13,581456,Unreliable
