Notes,State,State Code,Year,Year Code,UCD - ICD Chapter,UCD - ICD Chapter Code,MCD - Drug/Alcohol Induced,MCD - Drug/Alcohol Induced Code,Deaths,Population,Crude Rate
,Maine,23,2001,2001,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,85,1285692,6.6
Total,Maine,23,2001,2001,External causes of morbidity and mortality,V01-Y89,,,85,1285692,6.6
Total,Maine,23,2001,2001,,,,,85,1285692,6.6
,Maine,23,2002,2002,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,139,1295960,10.7
Total,Maine,23,2002,2002,External causes of morbidity and mortality,V01-Y89,,,139,1295960,10.7
Total,Maine,23,2002,2002,,,,,139,1295960,10.7
,Maine,23,2003,2003,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,133,1306513,10.2
Total,Maine,23,2003,2003,External causes of morbidity and mortality,V01-Y89,,,133,1306513,10.2
Total,Maine,23,2003,2003,,,,,133,1306513,10.2
,Maine,23,2004,2004,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,139,1313688,10.6
Total,Maine,23,2004,2004,External causes of morbidity and mortality,V01-Y89,,,139,1313688,10.6
Total,Maine,23,2004,2004,,,,,139,1313688,10.6
,Maine,23,2005,2005,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,163,1318787,12.4
Total,Maine,23,2005,2005,External causes of morbidity and mortality,V01-Y89,,,163,1318787,12.4
Total,Maine,23,2005,2005,,,,,163,1318787,12.4
,Maine,23,2006,2006,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,159,1323619,12
Total,Maine,23,2006,2006,External causes of morbidity and mortality,V01-Y89,,,159,1323619,12
Total,Maine,23,2006,2006,,,,,159,1323619,12
,Maine,23,2007,2007,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,159,1327040,12
Total,Maine,23,2007,2007,External causes of morbidity and mortality,V01-Y89,,,159,1327040,12
Total,Maine,23,2007,2007,,,,,159,1327040,12
,Maine,23,2008,2008,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,162,1330509,12.2
Total,Maine,23,2008,2008,External causes of morbidity and mortality,V01-Y89,,,162,1330509,12.2
Total,Maine,23,2008,2008,,,,,162,1330509,12.2
,Maine,23,2009,2009,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,173,1329590,13
Total,Maine,23,2009,2009,External causes of morbidity and mortality,V01-Y89,,,173,1329590,13
Total,Maine,23,2009,2009,,,,,173,1329590,13
,Maine,23,2010,2010,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,135,1328361,10.2
Total,Maine,23,2010,2010,External causes of morbidity and mortality,V01-Y89,,,135,1328361,10.2
Total,Maine,23,2010,2010,,,,,135,1328361,10.2
,Maine,23,2011,2011,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,155,1328188,11.7
Total,Maine,23,2011,2011,External causes of morbidity and mortality,V01-Y89,,,155,1328188,11.7
Total,Maine,23,2011,2011,,,,,155,1328188,11.7
,Maine,23,2012,2012,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,150,1329192,11.3
Total,Maine,23,2012,2012,External causes of morbidity and mortality,V01-Y89,,,150,1329192,11.3
Total,Maine,23,2012,2012,,,,,150,1329192,11.3
,Maine,23,2013,2013,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,174,1328302,13.1
Total,Maine,23,2013,2013,External causes of morbidity and mortality,V01-Y89,,,174,1328302,13.1
Total,Maine,23,2013,2013,,,,,174,1328302,13.1
,Maine,23,2014,2014,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,216,1330089,16.2
Total,Maine,23,2014,2014,External causes of morbidity and mortality,V01-Y89,,,216,1330089,16.2
Total,Maine,23,2014,2014,,,,,216,1330089,16.2
,Maine,23,2015,2015,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,269,1329328,20.2
Total,Maine,23,2015,2015,External causes of morbidity and mortality,V01-Y89,,,269,1329328,20.2
Total,Maine,23,2015,2015,,,,,269,1329328,20.2
,Maine,23,2016,2016,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,353,1331479,26.5
Total,Maine,23,2016,2016,External causes of morbidity and mortality,V01-Y89,,,353,1331479,26.5
Total,Maine,23,2016,2016,,,,,353,1331479,26.5
,Maine,23,2017,2017,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,422,1335907,31.6
Total,Maine,23,2017,2017,External causes of morbidity and mortality,V01-Y89,,,422,1335907,31.6
Total,Maine,23,2017,2017,,,,,422,1335907,31.6
,Maine,23,2018,2018,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,345,1338404,25.8
Total,Maine,23,2018,2018,External causes of morbidity and mortality,V01-Y89,,,345,1338404,25.8
Total,Maine,23,2018,2018,,,,,345,1338404,25.8
,Maine,23,2019,2019,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,371,1344212,27.6
Total,Maine,23,2019,2019,External causes of morbidity and mortality,V01-Y89,,,371,1344212,27.6
Total,Maine,23,2019,2019,,,,,371,1344212,27.6
Total,Maine,23,,,,,,,4030,27696591,14.6
,Maryland,24,1999,1999,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,629,5254509,12
Total,Maryland,24,1999,1999,External causes of morbidity and mortality,V01-Y89,,,629,5254509,12
Total,Maryland,24,1999,1999,,,,,629,5254509,12
,Maryland,24,2000,2000,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,622,5296486,11.7
Total,Maryland,24,2000,2000,External causes of morbidity and mortality,V01-Y89,,,622,5296486,11.7
Total,Maryland,24,2000,2000,,,,,622,5296486,11.7
,Maryland,24,2001,2001,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,638,5374691,11.9
Total,Maryland,24,2001,2001,External causes of morbidity and mortality,V01-Y89,,,638,5374691,11.9
Total,Maryland,24,2001,2001,,,,,638,5374691,11.9
,Maryland,24,2002,2002,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,723,5440389,13.3
Total,Maryland,24,2002,2002,External causes of morbidity and mortality,V01-Y89,,,723,5440389,13.3
Total,Maryland,24,2002,2002,,,,,723,5440389,13.3
,Maryland,24,2003,2003,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,778,5496269,14.2
Total,Maryland,24,2003,2003,External causes of morbidity and mortality,V01-Y89,,,778,5496269,14.2
Total,Maryland,24,2003,2003,,,,,778,5496269,14.2
,Maryland,24,2004,2004,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,676,5546935,12.2
Total,Maryland,24,2004,2004,External causes of morbidity and mortality,V01-Y89,,,676,5546935,12.2
Total,Maryland,24,2004,2004,,,,,676,5546935,12.2
,Maryland,24,2005,2005,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,654,5592379,11.7
Total,Maryland,24,2005,2005,External causes of morbidity and mortality,V01-Y89,,,654,5592379,11.7
Total,Maryland,24,2005,2005,,,,,654,5592379,11.7
,Maryland,24,2006,2006,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,761,5627367,13.5
Total,Maryland,24,2006,2006,External causes of morbidity and mortality,V01-Y89,,,761,5627367,13.5
Total,Maryland,24,2006,2006,,,,,761,5627367,13.5
,Maryland,24,2007,2007,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,769,5653408,13.6
Total,Maryland,24,2007,2007,External causes of morbidity and mortality,V01-Y89,,,769,5653408,13.6
Total,Maryland,24,2007,2007,,,,,769,5653408,13.6
,Maryland,24,2008,2008,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,693,5684965,12.2
Total,Maryland,24,2008,2008,External causes of morbidity and mortality,V01-Y89,,,693,5684965,12.2
Total,Maryland,24,2008,2008,,,,,693,5684965,12.2
,Maryland,24,2009,2009,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,741,5730388,12.9
Total,Maryland,24,2009,2009,External causes of morbidity and mortality,V01-Y89,,,741,5730388,12.9
Total,Maryland,24,2009,2009,,,,,741,5730388,12.9
,Maryland,24,2010,2010,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,650,5773552,11.3
Total,Maryland,24,2010,2010,External causes of morbidity and mortality,V01-Y89,,,650,5773552,11.3
Total,Maryland,24,2010,2010,,,,,650,5773552,11.3
,Maryland,24,2011,2011,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,707,5828289,12.1
Total,Maryland,24,2011,2011,External causes of morbidity and mortality,V01-Y89,,,707,5828289,12.1
Total,Maryland,24,2011,2011,,,,,707,5828289,12.1
,Maryland,24,2012,2012,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,831,5884563,14.1
Total,Maryland,24,2012,2012,External causes of morbidity and mortality,V01-Y89,,,831,5884563,14.1
Total,Maryland,24,2012,2012,,,,,831,5884563,14.1
,Maryland,24,2013,2013,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,892,5928814,15
Total,Maryland,24,2013,2013,External causes of morbidity and mortality,V01-Y89,,,892,5928814,15
Total,Maryland,24,2013,2013,,,,,892,5928814,15
,Maryland,24,2014,2014,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,1070,5976407,17.9
Total,Maryland,24,2014,2014,External causes of morbidity and mortality,V01-Y89,,,1070,5976407,17.9
Total,Maryland,24,2014,2014,,,,,1070,5976407,17.9
,Maryland,24,2015,2015,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,1285,6006401,21.4
Total,Maryland,24,2015,2015,External causes of morbidity and mortality,V01-Y89,,,1285,6006401,21.4
Total,Maryland,24,2015,2015,,,,,1285,6006401,21.4
,Maryland,24,2016,2016,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,2044,6016447,34
Total,Maryland,24,2016,2016,External causes of morbidity and mortality,V01-Y89,,,2044,6016447,34
Total,Maryland,24,2016,2016,,,,,2044,6016447,34
,Maryland,24,2017,2017,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,2247,6052177,37.1
Total,Maryland,24,2017,2017,External causes of morbidity and mortality,V01-Y89,,,2247,6052177,37.1
Total,Maryland,24,2017,2017,,,,,2247,6052177,37.1
,Maryland,24,2018,2018,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,2321,6042718,38.4
Total,Maryland,24,2018,2018,External causes of morbidity and mortality,V01-Y89,,,2321,6042718,38.4
Total,Maryland,24,2018,2018,,,,,2321,6042718,38.4
,Maryland,24,2019,2019,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,2369,6045680,39.2
Total,Maryland,24,2019,2019,External causes of morbidity and mortality,V01-Y89,,,2369,6045680,39.2
Total,Maryland,24,2019,2019,,,,,2369,6045680,39.2
Total,Maryland,24,,,,,,,22100,120252834,18.4
,Massachusetts,25,1999,1999,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,488,6317345,7.7
Total,Massachusetts,25,1999,1999,External causes of morbidity and mortality,V01-Y89,,,488,6317345,7.7
Total,Massachusetts,25,1999,1999,,,,,488,6317345,7.7
,Massachusetts,25,2000,2000,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,463,6349097,7.3
Total,Massachusetts,25,2000,2000,External causes of morbidity and mortality,V01-Y89,,,463,6349097,7.3
Total,Massachusetts,25,2000,2000,,,,,463,6349097,7.3
,Massachusetts,25,2001,2001,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,689,6397634,10.8
Total,Massachusetts,25,2001,2001,External causes of morbidity and mortality,V01-Y89,,,689,6397634,10.8
Total,Massachusetts,25,2001,2001,,,,,689,6397634,10.8
,Massachusetts,25,2002,2002,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,705,6417206,11
Total,Massachusetts,25,2002,2002,External causes of morbidity and mortality,V01-Y89,,,705,6417206,11
Total,Massachusetts,25,2002,2002,,,,,705,6417206,11
,Massachusetts,25,2003,2003,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,823,6422565,12.8
Total,Massachusetts,25,2003,2003,External causes of morbidity and mortality,V01-Y89,,,823,6422565,12.8
Total,Massachusetts,25,2003,2003,,,,,823,6422565,12.8
,Massachusetts,25,2004,2004,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,668,6412281,10.4
Total,Massachusetts,25,2004,2004,External causes of morbidity and mortality,V01-Y89,,,668,6412281,10.4
Total,Massachusetts,25,2004,2004,,,,,668,6412281,10.4
,Massachusetts,25,2005,2005,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,780,6403290,12.2
Total,Massachusetts,25,2005,2005,External causes of morbidity and mortality,V01-Y89,,,780,6403290,12.2
Total,Massachusetts,25,2005,2005,,,,,780,6403290,12.2
,Massachusetts,25,2006,2006,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,969,6410084,15.1
Total,Massachusetts,25,2006,2006,External causes of morbidity and mortality,V01-Y89,,,969,6410084,15.1
Total,Massachusetts,25,2006,2006,,,,,969,6410084,15.1
,Massachusetts,25,2007,2007,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,922,6431559,14.3
Total,Massachusetts,25,2007,2007,External causes of morbidity and mortality,V01-Y89,,,922,6431559,14.3
Total,Massachusetts,25,2007,2007,,,,,922,6431559,14.3
,Massachusetts,25,2008,2008,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,786,6468967,12.2
Total,Massachusetts,25,2008,2008,External causes of morbidity and mortality,V01-Y89,,,786,6468967,12.2
Total,Massachusetts,25,2008,2008,,,,,786,6468967,12.2
,Massachusetts,25,2009,2009,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,816,6517613,12.5
Total,Massachusetts,25,2009,2009,External causes of morbidity and mortality,V01-Y89,,,816,6517613,12.5
Total,Massachusetts,25,2009,2009,,,,,816,6517613,12.5
,Massachusetts,25,2010,2010,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,738,6547629,11.3
Total,Massachusetts,25,2010,2010,External causes of morbidity and mortality,V01-Y89,,,738,6547629,11.3
Total,Massachusetts,25,2010,2010,,,,,738,6547629,11.3
,Massachusetts,25,2011,2011,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,856,6587536,13
Total,Massachusetts,25,2011,2011,External causes of morbidity and mortality,V01-Y89,,,856,6587536,13
Total,Massachusetts,25,2011,2011,,,,,856,6587536,13
,Massachusetts,25,2012,2012,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,859,6646144,12.9
Total,Massachusetts,25,2012,2012,External causes of morbidity and mortality,V01-Y89,,,859,6646144,12.9
Total,Massachusetts,25,2012,2012,,,,,859,6646144,12.9
,Massachusetts,25,2013,2013,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,1080,6692824,16.1
Total,Massachusetts,25,2013,2013,External causes of morbidity and mortality,V01-Y89,,,1080,6692824,16.1
Total,Massachusetts,25,2013,2013,,,,,1080,6692824,16.1
,Massachusetts,25,2014,2014,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,1288,6745408,19.1
Total,Massachusetts,25,2014,2014,External causes of morbidity and mortality,V01-Y89,,,1288,6745408,19.1
Total,Massachusetts,25,2014,2014,,,,,1288,6745408,19.1
,Massachusetts,25,2015,2015,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,1724,6794422,25.4
Total,Massachusetts,25,2015,2015,External causes of morbidity and mortality,V01-Y89,,,1724,6794422,25.4
Total,Massachusetts,25,2015,2015,,,,,1724,6794422,25.4
,Massachusetts,25,2016,2016,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,2227,6811779,32.7
Total,Massachusetts,25,2016,2016,External causes of morbidity and mortality,V01-Y89,,,2227,6811779,32.7
Total,Massachusetts,25,2016,2016,,,,,2227,6811779,32.7
,Massachusetts,25,2017,2017,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,2167,6859819,31.6
Total,Massachusetts,25,2017,2017,External causes of morbidity and mortality,V01-Y89,,,2167,6859819,31.6
Total,Massachusetts,25,2017,2017,,,,,2167,6859819,31.6
,Massachusetts,25,2018,2018,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,2239,6902149,32.4
Total,Massachusetts,25,2018,2018,External causes of morbidity and mortality,V01-Y89,,,2239,6902149,32.4
Total,Massachusetts,25,2018,2018,,,,,2239,6902149,32.4
,Massachusetts,25,2019,2019,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,2209,6892503,32
Total,Massachusetts,25,2019,2019,External causes of morbidity and mortality,V01-Y89,,,2209,6892503,32
Total,Massachusetts,25,2019,2019,,,,,2209,6892503,32
